,token,Total0,Total1,Total2,Total3,Total4
1869,field,0.0,1.0,16.0,20.0,20.0
1870,fields,0.0,1.0,4.0,4.0,4.0
1871,fieldset,0.0,2.0,0.0,0.0,0.0
1872,fifth,0.0,1.0,0.0,0.0,0.0
1873,fight,0.0,2.0,4.0,5.0,5.0
1874,figure,0.0,0.0,0.0,1.0,1.0
1875,figures,0.0,0.0,1.0,2.0,2.0
1876,file,0.0,5.0,3.0,3.0,3.0
1877,files,0.0,3.0,1.0,1.0,1.0
1878,fill,0.0,3.0,6.0,9.0,9.0
1879,filling,0.0,4.0,0.0,0.0,0.0
1880,filter,0.0,1.0,1.0,3.0,3.0
1881,filterssort,0.0,1.0,0.0,0.0,0.0
1882,final,0.0,1.0,0.0,0.0,0.0
1883,finalized,0.0,1.0,0.0,0.0,0.0
1884,finamente,0.0,1.0,0.0,0.0,0.0
1885,financehybridoffice,0.0,0.0,1.0,1.0,1.0
1886,finances,0.0,1.0,0.0,0.0,0.0
1887,financial,0.0,34.0,9.0,6.0,6.0
1888,financing,0.0,1.0,0.0,0.0,0.0
1889,find,0.0,101.0,23.0,29.0,29.0
1890,finding,0.0,9.0,3.0,4.0,4.0
1891,finds,0.0,2.0,0.0,0.0,0.0
1892,finely,0.0,2.0,0.0,0.0,0.0
1893,finished,0.0,1.0,0.0,0.0,1.0
1894,fire,0.0,3.0,2.0,2.0,2.0
1895,fired,0.0,1.0,0.0,0.0,0.0
1896,first,0.0,23.0,13.0,19.0,19.0
1897,firstname,0.0,0.0,1.0,1.0,1.0
1898,firstnameerror,0.0,0.0,1.0,1.0,1.0
1899,firstnamefield,0.0,0.0,1.0,1.0,1.0
1900,fiscal,0.0,60.0,0.0,0.0,0.0
1901,fish,0.0,6.0,0.0,0.0,0.0
1902,fisher,0.0,1.0,0.0,0.0,0.0
1903,fit,0.0,0.0,0.0,1.0,1.0
1904,fitness,0.0,1.0,0.0,0.0,0.0
1905,fits,0.0,0.0,0.0,1.0,1.0
1906,five,0.0,3.0,0.0,0.0,0.0
1907,fix,0.0,1.0,4.0,4.0,4.0
1908,fjs,0.0,0.0,2.0,4.0,4.0
1909,flash,0.0,0.0,2.0,0.0,0.0
1910,flavor,0.0,4.0,0.0,0.0,0.0
1911,flavored,0.0,1.0,0.0,0.0,0.0
1912,flavorful,0.0,10.0,0.0,0.0,0.0
1913,flavors,0.0,2.0,0.0,0.0,0.0
1914,flex,0.0,12.0,0.0,0.0,0.0
1915,flexibility,0.0,2.0,0.0,0.0,0.0
1916,flexible,0.0,1.0,0.0,0.0,0.0
1917,flexion,0.0,1.0,0.0,0.0,0.0
1918,flexor,0.0,1.0,0.0,0.0,0.0
1919,float,0.0,0.0,1.0,1.0,1.0
1920,floor,0.0,2.0,0.0,0.0,0.0
1921,flow,0.0,1.0,0.0,0.0,0.0
1922,flu,0.0,2.0,0.0,0.0,0.0
1923,fmc,0.0,2.0,0.0,0.0,0.0
1924,fnpspecialtiesfamily,0.0,2.0,0.0,0.0,0.0
1925,focus,0.0,13.0,1.0,3.0,3.0
1926,focused,0.0,7.0,0.0,0.0,0.0
1927,folks,0.0,1.0,0.0,0.0,0.0
1928,follow,0.0,4.0,14.0,27.0,27.0
1929,following,0.0,252.0,4.0,6.0,6.0
1930,follows,0.0,1.0,0.0,0.0,0.0
1931,font,0.0,0.0,2.0,2.0,2.0
1932,food,0.0,62.0,0.0,0.0,0.0
1933,foods,0.0,30.0,0.0,0.0,0.0
1934,foot,0.0,3.0,0.0,0.0,0.0
1935,ford,0.0,1.0,0.0,0.0,0.0
1936,forerunner,0.0,1.0,0.0,0.0,0.0
1937,forget,0.0,1.0,0.0,0.0,0.0
1938,form,0.0,10.0,20.0,21.0,21.0
1939,forma,0.0,1.0,0.0,0.0,0.0
1940,format,0.0,0.0,7.0,7.0,7.0
1941,formed,0.0,1.0,1.0,1.0,1.0
1942,formelements,0.0,0.0,1.0,1.0,1.0
1943,formnever,0.0,0.0,1.0,1.0,1.0
1944,forms,0.0,91.0,9.0,9.0,9.0
1945,formurl,0.0,0.0,1.0,1.0,1.0
1946,forth,0.0,4.0,0.0,0.0,0.0
1947,fortune,0.0,1.0,0.0,0.0,0.0
1948,forward,0.0,3.0,1.0,1.0,1.0
1949,forward”,0.0,1.0,0.0,0.0,0.0
1950,foulk,0.0,1.0,0.0,0.0,0.0
1951,found,0.0,66.0,1.0,1.0,1.0
1952,foundation,0.0,2.0,0.0,0.0,0.0
1953,foundations,0.0,33.0,0.0,0.0,0.0
1954,founded,0.0,0.0,1.0,1.0,1.0
1955,founder,0.0,1.0,0.0,0.0,0.0
1956,foundoptionvalue,0.0,0.0,1.0,1.0,1.0
1957,foundsort,0.0,1.0,0.0,0.0,0.0
1958,four,0.0,5.0,0.0,1.0,1.0
1959,fracture,0.0,1.0,0.0,0.0,0.0
1960,fragments,0.0,1.0,0.0,0.0,0.0
1961,frame,0.0,0.0,2.0,2.0,2.0
1962,framingham,0.0,2.0,0.0,0.0,0.0
1963,franklin,0.0,1.0,0.0,0.0,0.0
1964,fraud,0.0,1.0,0.0,0.0,0.0
1965,free,0.0,45.0,4.0,4.0,4.0
1966,freedom,0.0,1.0,0.0,0.0,0.0
1967,freezer,0.0,1.0,0.0,0.0,0.0
1968,french,0.0,3.0,0.0,0.0,0.0
1969,frequency,0.0,0.0,4.0,4.0,4.0
1970,frequent,0.0,2.0,0.0,0.0,0.0
1971,frequently,0.0,3.0,4.0,4.0,4.0
1972,fresh,0.0,9.0,0.0,0.0,0.0
1973,freshly,0.0,2.0,0.0,0.0,0.0
1974,fri,0.0,0.0,0.0,1.0,1.0
1975,friend,0.0,1.0,0.0,1.0,1.0
1976,friends,0.0,1.0,0.0,0.0,0.0
1977,fries,0.0,1.0,0.0,0.0,0.0
1978,frijoles,0.0,1.0,0.0,0.0,0.0
1979,frittata,0.0,2.0,0.0,0.0,0.0
1980,front,0.0,2.0,0.0,0.0,0.0
1981,frozen,0.0,3.0,0.0,0.0,0.0
1982,fruit,0.0,1.0,0.0,0.0,0.0
1983,fruits,0.0,2.0,0.0,0.0,0.0
1984,fruta,0.0,1.0,0.0,0.0,0.0
1985,fry,0.0,1.0,0.0,0.0,0.0
1986,fulfill,0.0,34.0,0.0,0.0,0.0
1987,fulfilling,0.0,1.0,0.0,0.0,0.0
1988,full,0.0,5.0,6.0,6.0,6.0
1989,fullest,0.0,0.0,7.0,8.0,8.0
1990,fullstory,0.0,0.0,2.0,2.0,2.0
1991,fully,0.0,4.0,0.0,0.0,0.0
1992,fun,0.0,1.0,0.0,0.0,0.0
1993,function,0.0,205.0,42.0,31.0,31.0
1994,functionality,0.0,1.0,0.0,0.0,0.0
1995,functions,0.0,0.0,1.0,1.0,1.0
1996,fund,0.0,1.0,9.0,6.0,6.0
1997,funding,0.0,6.0,2.0,2.0,2.0
1998,funds,0.0,5.0,10.0,0.0,0.0
1999,funtion,0.0,0.0,1.0,1.0,1.0
2000,further,0.0,4.0,1.0,3.0,3.0
2001,fusion,0.0,1.0,0.0,0.0,0.0
2002,futunawestern,0.0,1.0,0.0,0.0,0.0
2003,future,0.0,34.0,3.0,4.0,4.0
2004,fáciles,0.0,2.0,0.0,0.0,0.0
2005,gaallowlinker,0.0,0.0,1.0,1.0,1.0
2006,gaclientid,0.0,0.0,1.0,1.0,1.0
2007,gacode,0.0,0.0,1.0,1.0,1.0
2008,gain,0.0,2.0,0.0,0.0,0.0
2009,gallbladder,0.0,60.0,0.0,0.0,0.0
2010,gamap,0.0,0.0,1.0,0.0,0.0
2011,game,0.0,5.0,0.0,0.0,0.0
2012,gaming,0.0,1.0,0.0,0.0,0.0
2013,gap,0.0,1.0,0.0,0.0,0.0
2014,garamond,0.0,1.0,0.0,0.0,0.0
2015,gastric,0.0,4.0,0.0,0.0,0.0
2016,gastroenterology,0.0,1.0,0.0,0.0,0.0
2017,gastrointestinal,0.0,5.0,0.0,0.0,0.0
2018,gateway,0.0,2.0,0.0,0.0,0.0
2019,gather,0.0,2.0,0.0,0.0,0.0
2020,gathered,0.0,2.0,0.0,0.0,0.0
2021,gathering,0.0,2.0,0.0,0.0,0.0
2022,gave,0.0,3.0,0.0,0.0,0.0
2023,gcse,0.0,1.0,0.0,0.0,0.0
2024,gear,0.0,1.0,0.0,0.0,0.0
2025,gender,0.0,152.0,2.0,5.0,5.0
2026,gene,0.0,33.0,0.0,0.0,0.0
2027,general,0.0,13.0,11.0,11.0,11.0
2028,generation,0.0,1.0,1.0,1.0,1.0
2029,generations,0.0,0.0,0.0,1.0,1.0
2030,generic,0.0,0.0,2.0,2.0,2.0
2031,generosity,0.0,34.0,0.0,0.0,0.0
2032,generous,0.0,1.0,0.0,0.0,0.0
2033,genes,0.0,1.0,0.0,0.0,0.0
2034,genetic,0.0,39.0,0.0,0.0,0.0
2035,gently,0.0,1.0,0.0,0.0,0.0
2036,georgia,0.0,1.0,0.0,0.0,0.0
2037,geriatrics,0.0,1.0,0.0,0.0,0.0
2038,gerret,0.0,2.0,0.0,0.0,0.0
2039,gestational,0.0,1.0,0.0,0.0,0.0
2040,get,0.0,273.0,48.0,60.0,60.0
2041,getcookie,0.0,0.0,1.0,1.0,1.0
2042,getelementsbyclassname,0.0,8.0,0.0,0.0,0.0
2043,getlangcode,0.0,31.0,0.0,0.0,0.0
2044,gets,0.0,2.0,0.0,0.0,0.0
2045,getting,0.0,49.0,0.0,0.0,0.0
2046,geturlvars,0.0,0.0,1.0,1.0,1.0
2047,gideon,0.0,1.0,0.0,0.0,0.0
2048,gift,0.0,76.0,20.0,21.0,21.0
2049,gifthealth,0.0,1.0,0.0,0.0,0.0
2050,giftour,0.0,1.0,0.0,0.0,0.0
2051,giftsection,0.0,0.0,1.0,1.0,1.0
2052,ginger,0.0,1.0,0.0,0.0,0.0
2053,girls,0.0,30.0,0.0,0.0,0.0
2054,give,0.0,16.0,9.0,10.0,10.0
2055,gives,0.0,241.0,1.0,1.0,1.0
2056,giving,0.0,21.0,1.0,1.0,1.0
2057,glad,0.0,0.0,1.0,1.0,1.0
2058,gland,0.0,1.0,0.0,0.0,0.0
2059,glasgow,0.0,3.0,0.0,0.0,0.0
2060,glide,0.0,1.0,0.0,0.0,0.0
2061,global,0.0,3.0,1.0,2.0,2.0
2062,gloopy,0.0,1.0,0.0,0.0,0.0
2063,glossary,0.0,0.0,3.0,5.0,5.0
2064,glucagon,0.0,1.0,0.0,0.0,0.0
2065,glute,0.0,1.0,0.0,0.0,0.0
2066,glycemic,0.0,1.0,0.0,0.0,0.0
2067,goal,0.0,1.0,0.0,0.0,0.0
2068,goals,0.0,3.0,0.0,0.0,0.0
2069,gobble,0.0,1.0,0.0,0.0,0.0
2070,godwin,0.0,2.0,0.0,0.0,0.0
2071,goes,0.0,1.0,2.0,2.0,2.0
2072,going,0.0,3.0,0.0,0.0,0.0
2073,gold,0.0,2.0,0.0,0.0,0.0
2074,golden,0.0,1.0,0.0,0.0,0.0
2075,gone,0.0,0.0,2.0,2.0,2.0
2076,good,0.0,68.0,3.0,3.0,3.0
2077,goods,0.0,0.0,2.0,2.0,2.0
2078,google,0.0,0.0,8.0,8.0,8.0
2079,got,0.0,2.0,2.0,3.0,3.0
2080,gov,0.0,0.0,2.0,2.0,2.0
2081,govcheck,0.0,0.0,1.0,1.0,1.0
2082,government,0.0,2.0,1.0,1.0,1.0
2083,governments,0.0,30.0,0.0,0.0,0.0
2084,governors,0.0,0.0,0.0,12.0,0.0
2085,goverrormsg,0.0,0.0,1.0,1.0,1.0
2086,grab,0.0,0.0,6.0,6.0,6.0
2087,grabs,0.0,0.0,6.0,6.0,6.0
2088,graduate,0.0,1.0,0.0,0.0,0.0
2089,grafting,0.0,1.0,0.0,0.0,0.0
2090,graham,0.0,101.0,0.0,0.0,0.0
2091,grain,0.0,4.0,0.0,0.0,0.0
2092,gran,0.0,1.0,0.0,0.0,0.0
2093,grand,0.0,2.0,0.0,0.0,0.0
2094,grant,0.0,10.0,0.0,0.0,0.0
2095,granted,0.0,1.0,0.0,0.0,0.0
2096,grants,0.0,0.0,1.0,1.0,1.0
2097,graphs,0.0,1.0,0.0,0.0,0.0
2098,grasa,0.0,1.0,0.0,0.0,0.0
2099,grateful,0.0,2.0,0.0,0.0,0.0
2100,gratitude,0.0,0.0,2.0,2.0,2.0
2101,great,0.0,9.0,12.0,12.0,12.0
2102,greater,0.0,8.0,3.0,3.0,3.0
2103,greatly,0.0,1.0,0.0,0.0,0.0
2104,greek,0.0,1.0,0.0,0.0,0.0
2105,green,0.0,3.0,0.0,0.0,0.0
2106,greens,0.0,1.0,0.0,0.0,0.0
2107,greenville,0.0,3.0,0.0,0.0,0.0
2108,grenadinessamoasan,0.0,1.0,0.0,0.0,0.0
2109,grew,0.0,1.0,0.0,0.0,0.0
2110,grilled,0.0,11.0,0.0,0.0,0.0
2111,ground,0.0,1.0,0.0,0.0,0.0
2112,group,0.0,9.0,0.0,0.0,0.0
2113,groupdiversity,0.0,1.0,0.0,0.0,0.0
2114,groups,0.0,6.0,2.0,2.0,2.0
2115,grove,0.0,23.0,0.0,0.0,0.0
2116,grow,0.0,1.0,0.0,0.0,0.0
2117,growing,0.0,1.0,0.0,0.0,0.0
2118,grown,0.0,1.0,0.0,0.0,0.0
2119,grownups,0.0,1.0,0.0,0.0,0.0
2120,grows,0.0,1.0,0.0,0.0,0.0
2121,growth,0.0,5.0,0.0,0.0,0.0
2122,gtm,0.0,0.0,2.0,2.0,2.0
2123,guacamole,0.0,5.0,0.0,0.0,0.0
2124,guarantee,0.0,1.0,0.0,0.0,0.0
2125,guaranteed,0.0,0.0,1.0,1.0,1.0
2126,guardian,0.0,0.0,2.0,2.0,2.0
2127,guardian's,0.0,0.0,2.0,2.0,2.0
2128,guardour,0.0,1.0,0.0,0.0,0.0
2129,guest,0.0,0.0,0.0,1.0,1.0
2130,guianafrench,0.0,1.0,0.0,0.0,0.0
2131,guidance,0.0,4.0,0.0,0.0,0.0
2132,guide,0.0,124.0,1.0,1.0,1.0
2133,guideantibiotic,0.0,1.0,0.0,0.0,0.0
2134,guided,0.0,4.0,0.0,0.0,0.0
2135,guidehealth,0.0,1.0,0.0,0.0,0.0
2136,guidelines,0.0,153.0,1.0,1.0,1.0
2137,guides,0.0,2.0,0.0,0.0,0.0
2138,guiding,0.0,1.0,0.0,0.0,0.0
2139,gulf,0.0,0.0,3.0,3.0,3.0
2140,guys,0.0,1.0,0.0,0.0,0.0
2141,guía,0.0,2.0,0.0,0.0,0.0
2142,gyn,0.0,1.0,0.0,0.0,0.0
2143,gynecologic,0.0,3.0,0.0,0.0,0.0
2144,gynecologist,0.0,0.0,1.0,1.0,1.0
2145,gynecologists,0.0,1.0,1.0,1.0,1.0
2146,gynecology,0.0,7.0,1.0,1.0,1.0
2147,gynecologyoral,0.0,1.0,0.0,0.0,0.0
2148,gérer,0.0,2.0,0.0,0.0,0.0
2149,habits,0.0,90.0,0.0,0.0,0.0
2150,hablas,0.0,1.0,0.0,0.0,0.0
2151,hace,0.0,1.0,0.0,0.0,0.0
2152,hacer,0.0,7.0,0.0,0.0,0.0
2153,hacerle,0.0,1.0,0.0,0.0,0.0
2154,had,0.0,12.0,0.0,0.0,0.0
2155,hair,0.0,1.0,0.0,0.0,0.0
2156,haitian,0.0,1.0,0.0,0.0,0.0
2157,halves,0.0,1.0,0.0,0.0,0.0
2158,hamburguesas,0.0,1.0,0.0,0.0,0.0
2159,hamstring,0.0,2.0,0.0,0.0,0.0
2160,hand,0.0,2.0,0.0,0.0,0.0
2161,handling,0.0,1.0,0.0,0.0,0.0
2162,hands,0.0,4.0,0.0,1.0,1.0
2163,happening,0.0,1.0,0.0,0.0,0.0
2164,happens,0.0,2.0,0.0,0.0,0.0
2165,happy,0.0,3.0,2.0,1.0,1.0
2166,hard,0.0,8.0,0.0,0.0,0.0
2167,harm,0.0,1.0,0.0,0.0,0.0
2168,harmful,0.0,0.0,1.0,1.0,1.0
2169,harry,0.0,1.0,0.0,0.0,0.0
2170,hash,0.0,2.0,1.0,1.0,1.0
2171,hashes,0.0,0.0,1.0,1.0,1.0
2172,hat,0.0,2.0,1.0,1.0,1.0
2173,hate,0.0,0.0,1.0,1.0,1.0
2174,have,0.0,165.0,32.0,35.0,35.0
2175,haven't,0.0,0.0,1.0,1.0,1.0
2176,having,0.0,5.0,1.0,1.0,1.0
2177,hawaiian,0.0,1.0,0.0,0.0,0.0
2178,hawaiians,0.0,1.0,0.0,0.0,0.0
2179,hay,0.0,2.0,0.0,0.0,0.0
2180,head,0.0,4.0,1.0,1.0,1.0
2181,header,0.0,20.0,0.0,0.0,0.0
2182,headerheight,0.0,1.0,0.0,0.0,0.0
2183,headers,0.0,0.0,2.0,2.0,2.0
2184,headlineshelen,0.0,1.0,0.0,0.0,0.0
2185,headlinesrachel,0.0,1.0,0.0,0.0,0.0
2186,headlineswhat,0.0,3.0,0.0,0.0,0.0
2187,headquartered,0.0,1.0,0.0,0.0,0.0
2188,headquarters,0.0,1.0,0.0,0.0,0.0
2189,heal,0.0,1.0,0.0,0.0,0.0
2190,healing,0.0,1.0,0.0,0.0,0.0
2191,health,0.0,1278.0,51.0,83.0,84.0
2192,healthcare,0.0,309.0,2.0,2.0,2.0
2193,healthcommon,0.0,1.0,0.0,0.0,0.0
2194,healthgrades,0.0,21.0,0.0,0.0,0.0
2195,healthgrades’,0.0,2.0,0.0,0.0,0.0
2196,healthhealthy,0.0,1.0,0.0,0.0,0.0
2197,healthier,0.0,4.0,1.0,2.0,2.0
2198,healthlibrary,0.0,1.0,0.0,0.0,0.0
2199,healthmaking,0.0,1.0,0.0,0.0,0.0
2200,healthour,0.0,3.0,0.0,0.0,0.0
2201,healthradiation,0.0,1.0,0.0,0.0,0.0
2202,healthrelationships,0.0,0.0,1.0,1.0,1.0
2203,healthsexual,0.0,0.0,1.0,1.0,1.0
2204,healthvascular,0.0,3.0,0.0,0.0,0.0
2205,healthvirtual,0.0,4.0,0.0,0.0,0.0
2206,healthwise,0.0,4.0,0.0,0.0,0.0
2207,healthy,0.0,196.0,2.0,2.0,2.0
2208,health’,0.0,1.0,0.0,0.0,0.0
2209,health™,0.0,2.0,0.0,0.0,0.0
2210,hear,0.0,1.0,4.0,4.0,4.0
2211,heard,0.0,1.0,0.0,0.0,0.0
2212,heart,0.0,365.0,0.0,0.0,0.0
2213,heartaware,0.0,3.0,0.0,0.0,0.0
2214,hearty,0.0,2.0,0.0,0.0,0.0
2215,heart’s,0.0,2.0,0.0,0.0,0.0
2216,heat,0.0,1.0,0.0,0.0,0.0
2217,heateorssscloseiconpath,0.0,31.0,0.0,0.0,0.0
2218,heateorssspluginiconpath,0.0,31.0,0.0,0.0,0.0
2219,heateorssssharestext,0.0,31.0,0.0,0.0,0.0
2220,heateorssssharetext,0.0,31.0,0.0,0.0,0.0
2221,heateorssssharingajaxurl,0.0,31.0,0.0,0.0,0.0
2222,heateorssssharingoffset,0.0,31.0,0.0,0.0,0.0
2223,heavy,0.0,1.0,0.0,0.0,0.0
2224,heel,0.0,2.0,0.0,0.0,0.0
2225,heels,0.0,1.0,0.0,0.0,0.0
2226,height,0.0,38.0,0.0,0.0,0.0
2227,held,0.0,1.0,0.0,0.0,0.0
2228,helen,0.0,78.0,0.0,0.0,0.0
2229,helipad,0.0,1.0,0.0,0.0,0.0
2230,help,0.0,187.0,17.0,12.0,12.0
2231,helped,0.0,1.0,0.0,0.0,0.0
2232,helpers,0.0,2.0,0.0,0.0,0.0
2233,helpful,0.0,2.0,0.0,1.0,1.0
2234,helpico,0.0,1.0,0.0,0.0,0.0
2235,helping,0.0,6.0,1.0,1.0,1.0
2236,helps,0.0,7.0,0.0,0.0,0.0
2237,hematologist,0.0,1.0,0.0,0.0,0.0
2238,hematology,0.0,1.0,0.0,0.0,0.0
2239,hematopoietic,0.0,1.0,0.0,0.0,0.0
2240,hence,0.0,0.0,1.0,1.0,1.0
2241,henson,0.0,0.0,2.0,2.0,2.0
2242,her,0.0,35.0,0.0,0.0,0.0
2243,herb,0.0,2.0,0.0,0.0,0.0
2244,herbs,0.0,1.0,0.0,0.0,0.0
2245,here,0.0,86.0,1.0,3.0,3.0
2246,here’s,0.0,0.0,1.0,1.0,1.0
2247,hernia,0.0,2.0,0.0,0.0,0.0
2248,herniated,0.0,2.0,0.0,0.0,0.0
2249,hero,0.0,1.0,0.0,0.0,0.0
2250,hidden,0.0,1.0,2.0,2.0,2.0
2251,hide,0.0,31.0,10.0,10.0,10.0
2252,hides,0.0,0.0,5.0,5.0,5.0
2253,hiding,0.0,0.0,1.0,1.0,1.0
2254,high,0.0,258.0,0.0,0.0,0.0
2255,higher,0.0,6.0,0.0,0.0,0.0
2256,highest,0.0,2.0,0.0,0.0,0.0
2257,highlighted,0.0,2.0,0.0,0.0,0.0
2258,highlights,0.0,3.0,0.0,0.0,0.0
2259,highmark,0.0,0.0,0.0,3.0,3.0
2260,hill,0.0,1.0,0.0,0.0,0.0
2261,him,0.0,4.0,0.0,0.0,0.0
2262,hip,0.0,9.0,0.0,0.0,0.0
2263,hipaa,0.0,2.0,0.0,2.0,2.0
2264,hired,0.0,1.0,0.0,0.0,0.0
2265,his,0.0,44.0,0.0,0.0,0.0
2266,historias,0.0,2.0,0.0,0.0,0.0
2267,histories,0.0,1.0,0.0,0.0,0.0
2268,history,0.0,12.0,1.0,0.0,0.0
2269,hit,0.0,0.0,1.0,0.0,0.0
2270,hitconverted,0.0,0.0,1.0,0.0,0.0
2271,hitobject,0.0,0.0,5.0,0.0,0.0
2272,hiv,0.0,0.0,2.0,4.0,4.0
2273,hockessin,0.0,1.0,0.0,0.0,0.0
2274,holes,0.0,0.0,2.0,2.0,2.0
2275,holiday,0.0,2.0,0.0,0.0,0.0
2276,hollow,0.0,0.0,4.0,8.0,8.0
2277,home,0.0,98.0,7.0,7.0,7.0
2278,homehealth,0.0,8.0,0.0,0.0,0.0
2279,homemade,0.0,4.0,0.0,0.0,0.0
2280,homepage,0.0,0.0,2.0,4.0,4.0
2281,home”,0.0,2.0,0.0,0.0,0.0
2282,honey,0.0,1.0,0.0,0.0,0.0
2283,honor,0.0,4.0,0.0,0.0,0.0
2284,honored,0.0,4.0,0.0,0.0,0.0
2285,honoree,0.0,0.0,5.0,5.0,5.0
2286,honoreecontainer,0.0,0.0,1.0,1.0,1.0
2287,honoreeemail,0.0,0.0,1.0,1.0,1.0
2288,honoreeerror,0.0,0.0,1.0,1.0,1.0
2289,honoreefield,0.0,0.0,1.0,1.0,1.0
2290,honors,0.0,2.0,0.0,0.0,0.0
2291,honortoggle,0.0,0.0,1.0,1.0,1.0
2292,hoodie,0.0,0.0,2.0,2.0,2.0
2293,hoodiesbaby,0.0,0.0,1.0,1.0,1.0
2294,hope,0.0,0.0,1.0,0.0,0.0
2295,hopes,0.0,1.0,0.0,0.0,0.0
2296,hora,0.0,0.0,1.0,1.0,1.0
2297,horario,0.0,1.0,0.0,0.0,0.0
2298,hormone,0.0,0.0,2.0,6.0,6.0
2299,hospice,0.0,2.0,0.0,0.0,0.0
2300,hospital,0.0,367.0,0.0,0.0,0.0
2301,hospitalchristiana,0.0,3.0,0.0,0.0,0.0
2302,hospitales,0.0,2.0,0.0,0.0,0.0
2303,hospitals,0.0,141.0,0.0,0.0,0.0
2304,hospitals’,0.0,3.0,0.0,0.0,0.0
2305,hospital”,0.0,1.0,0.0,0.0,0.0
2306,hosted,0.0,2.0,0.0,0.0,0.0
2307,hostname,0.0,3.0,0.0,0.0,0.0
2308,hot,0.0,2.0,0.0,0.0,0.0
2309,hotfix,0.0,0.0,2.0,2.0,2.0
2310,houlahan,0.0,1.0,0.0,0.0,0.0
2311,hour,0.0,1.0,1.0,1.0,1.0
2312,hours,0.0,63.0,0.0,5.0,5.0
2313,house,0.0,1.0,1.0,1.0,1.0
2314,how,0.0,114.0,21.0,20.0,20.0
2315,href,0.0,3.0,0.0,0.0,0.0
2316,html,0.0,62.0,0.0,0.0,0.0
2317,huge,0.0,3.0,0.0,0.0,0.0
2318,human,0.0,8.0,0.0,0.0,0.0
2319,humanism,0.0,2.0,0.0,0.0,0.0
2320,hungry,0.0,1.0,0.0,0.0,0.0
2321,hwshowdrugcheckerwin,0.0,1.0,0.0,0.0,0.0
2322,hyatt,0.0,2.0,0.0,0.0,0.0
2323,hygeia,0.0,1.0,0.0,0.0,0.0
2324,hygiene,0.0,1.0,0.0,0.0,0.0
2325,hypertension,0.0,6.0,0.0,0.0,0.0
2326,hysterectomy,0.0,1.0,0.0,0.0,0.0
2327,i'd,0.0,0.0,2.0,2.0,2.0
2328,ice,0.0,4.0,0.0,0.0,0.0
2329,icebox,0.0,2.0,0.0,0.0,0.0
2330,icon,0.0,0.0,1.0,1.0,1.0
2331,idaho,0.0,0.0,3.0,3.0,3.0
2332,ideal,0.0,211.0,0.0,0.0,0.0
2333,identifiable,0.0,1.0,0.0,0.0,0.0
2334,identifies,0.0,1.0,0.0,0.0,0.0
2335,identify,0.0,3.0,1.0,1.0,1.0
2336,identifying,0.0,3.0,0.0,0.0,0.0
2337,identity,0.0,0.0,2.0,4.0,4.0
2338,iframes,0.0,41.0,0.0,0.0,0.0
2339,ifâ,0.0,0.0,1.0,0.0,0.0
2340,ignore,0.0,0.0,2.0,2.0,2.0
2341,iho,0.0,0.0,6.0,6.0,6.0
2342,ihocount,0.0,0.0,1.0,1.0,1.0
2343,illegal,0.0,2.0,0.0,0.0,0.0
2344,illness,0.0,1.0,0.0,0.0,0.0
2345,illnesses,0.0,1.0,0.0,0.0,0.0
2346,image,0.0,0.0,2.0,4.0,4.0
2347,images,0.0,31.0,0.0,0.0,0.0
2348,imaging,0.0,6.0,0.0,0.0,0.0
2349,imagingcardiovascular,0.0,4.0,0.0,0.0,0.0
2350,img,0.0,2.0,9.0,9.0,9.0
2351,imitated,0.0,1.0,0.0,0.0,0.0
2352,immediate,0.0,1.0,1.0,1.0,1.0
2353,immediately,0.0,2.0,0.0,0.0,0.0
2354,immune,0.0,2.0,0.0,0.0,0.0
2355,immunity,0.0,1.0,0.0,0.0,0.0
2356,imo,0.0,0.0,5.0,5.0,5.0
2357,imocount,0.0,0.0,1.0,1.0,1.0
2358,impact,0.0,2.0,7.0,7.0,7.0
2359,impacted,0.0,1.0,0.0,0.0,0.0
2360,impacting,0.0,1.0,0.0,0.0,0.0
2361,implant,0.0,1.0,2.0,2.0,2.0
2362,implantation,0.0,2.0,0.0,0.0,0.0
2363,implanted,0.0,1.0,0.0,0.0,0.0
2364,implants,0.0,0.0,1.0,1.0,1.0
2365,implement,0.0,1.0,0.0,0.0,0.0
2366,implied,0.0,1.0,0.0,0.0,0.0
2367,import,0.0,1.0,0.0,0.0,0.0
2368,importance,0.0,2.0,0.0,0.0,0.0
2369,important,0.0,45.0,0.0,1.0,1.0
2370,imposes,0.0,1.0,0.0,0.0,0.0
2371,impossibly,0.0,1.0,0.0,0.0,0.0
2372,improper,0.0,1.0,0.0,0.0,0.0
2373,improve,0.0,31.0,6.0,6.0,6.0
2374,improved,0.0,5.0,0.0,0.0,0.0
2375,improvement,0.0,2.0,0.0,0.0,0.0
2376,improves,0.0,1.0,0.0,0.0,0.0
2377,improving,0.0,5.0,0.0,0.0,0.0
2378,imágenes,0.0,2.0,0.0,0.0,0.0
2379,inability,0.0,1.0,0.0,1.0,1.0
2380,inactivity,0.0,1.0,0.0,0.0,0.0
2381,inappropriate,0.0,0.0,1.0,1.0,1.0
2382,inboardeffect,0.0,1.0,0.0,0.0,0.0
2383,incentive,0.0,1.0,0.0,0.0,0.0
2384,incidence,0.0,60.0,0.0,0.0,0.0
2385,incidental,0.0,1.0,0.0,0.0,0.0
2386,include,0.0,7.0,3.0,3.0,3.0
