,token,Total0,Total1,Total2,Total3,Total4
2647,ongoing,0.0,2.0,0.0,0.0,0.0
2648,online,0.0,25.0,16.0,16.0,16.0
2649,only,0.0,19.0,18.0,18.0,18.0
2650,onpolymerready,0.0,0.0,1.0,1.0,1.0
2651,onsite,0.0,1.0,0.0,0.0,0.0
2652,opacity,0.0,0.0,22.0,22.0,22.0
2653,open,0.0,6.0,25.0,25.0,26.0
2654,opened,0.0,1.0,0.0,0.0,0.0
2655,opening,0.0,1.0,0.0,0.0,0.0
2656,openings,0.0,1.0,0.0,0.0,0.0
2657,openly,0.0,0.0,1.0,1.0,1.0
2658,openssl,0.0,1.0,0.0,0.0,0.0
2659,operate,0.0,1.0,0.0,0.0,0.0
2660,operated,0.0,3.0,11.0,11.0,11.0
2661,operates,0.0,1.0,0.0,0.0,0.0
2662,operating,0.0,0.0,5.0,5.0,5.0
2663,operation,0.0,1.0,0.0,0.0,0.0
2664,operations,0.0,1.0,2.0,2.0,2.0
2665,opinion,0.0,1.0,0.0,0.0,0.0
2666,opioid,0.0,2.0,0.0,0.0,0.0
2667,opportunities,0.0,6.0,1.0,1.0,1.0
2668,opportunity,0.0,4.0,0.0,0.0,0.0
2669,opposing,0.0,1.0,0.0,0.0,0.0
2670,opposite,0.0,0.0,1.0,1.0,1.0
2671,opting,0.0,1.0,0.0,0.0,0.0
2672,option,0.0,10.0,2.0,2.0,2.0
2673,optional,0.0,1.0,2.0,2.0,2.0
2674,options,0.0,33.0,6.0,6.0,6.0
2675,options',0.0,3.0,0.0,0.0,0.0
2676,optionvalue,0.0,0.0,1.0,1.0,1.0
2677,optum,0.0,0.0,1.0,1.0,1.0
2678,oral,0.0,2.0,0.0,0.0,0.0
2679,orchard,0.0,1.0,0.0,0.0,0.0
2680,order,0.0,13.0,2.0,2.0,2.0
2681,orders,0.0,0.0,1.0,1.0,1.0
2682,org,0.0,3.0,0.0,0.0,0.0
2683,organ,0.0,3.0,0.0,0.0,0.0
2684,organization,0.0,21.0,3.0,3.0,3.0
2685,organization's,0.0,1.0,0.0,0.0,0.0
2686,organizational,0.0,1.0,0.0,0.0,0.0
2687,organizationbill,0.0,1.0,0.0,0.0,0.0
2688,organizations,0.0,12.0,3.0,3.0,3.0
2689,organizationwe,0.0,1.0,0.0,0.0,0.0
2690,organization’s,0.0,1.0,0.0,0.0,0.0
2691,organize,0.0,1.0,0.0,0.0,0.0
2692,organized,0.0,2.0,0.0,0.0,0.0
2693,organizing,0.0,4.0,0.0,0.0,0.0
2694,orientation,0.0,3.0,4.0,4.0,4.0
2695,original,0.0,0.0,1.0,1.0,1.0
2696,other,0.0,80.0,31.0,31.0,32.0
2697,otherother,0.0,6.0,0.0,0.0,0.0
2698,others,0.0,4.0,1.0,2.0,1.0
2699,otherwise,0.0,9.0,2.0,2.0,2.0
2700,our,0.0,514.0,83.0,85.0,82.0
2701,ourselves,0.0,0.0,1.0,1.0,1.0
2702,out,0.0,69.0,33.0,33.0,33.0
2703,outcomes,0.0,1.0,0.0,0.0,0.0
2704,outdated,0.0,3.0,0.0,0.0,0.0
2705,outpatient,0.0,1.0,0.0,0.0,0.0
2706,output,0.0,3.0,0.0,0.0,0.0
2707,outraged,0.0,1.0,0.0,0.0,0.0
2708,outreach,0.0,11.0,0.0,0.0,0.0
2709,outreachour,0.0,1.0,0.0,0.0,0.0
2710,outside,0.0,5.0,3.0,3.0,3.0
2711,outstanding,0.0,0.0,1.0,1.0,1.0
2712,over,0.0,34.0,7.0,7.0,7.0
2713,overall,0.0,3.0,0.0,0.0,0.0
2714,overdose,0.0,1.0,0.0,0.0,0.0
2715,override,0.0,1.0,0.0,0.0,0.0
2716,oversaw,0.0,2.0,0.0,0.0,0.0
2717,overseers,0.0,1.0,0.0,0.0,0.0
2718,oversight,0.0,1.0,0.0,0.0,0.0
2719,overturn,0.0,1.0,0.0,0.0,0.0
2720,overview,0.0,0.0,6.0,6.0,6.0
2721,owasp,0.0,2.0,0.0,0.0,0.0
2722,own,0.0,9.0,4.0,4.0,4.0
2723,ownership,0.0,2.0,0.0,0.0,0.0
2724,oxford,0.0,0.0,1.0,1.0,1.0
2725,pack,0.0,0.0,1.0,1.0,1.0
2726,packaging,0.0,0.0,1.0,1.0,1.0
2727,packet,0.0,2.0,0.0,0.0,0.0
2728,pad,0.0,0.0,2.0,2.0,2.0
2729,pads,0.0,2.0,0.0,0.0,0.0
2730,page,0.0,48.0,7.0,7.0,7.0
2731,pagejobs,0.0,0.0,1.0,1.0,1.0
2732,pages,0.0,5.0,3.0,3.0,3.0
2733,pageviewprops,0.0,1.0,0.0,0.0,0.0
2734,paid,0.0,2.0,0.0,0.0,0.0
2735,pair,0.0,1.0,0.0,0.0,0.0
2736,pandemic,0.0,5.0,0.0,0.0,0.0
2737,panel,0.0,40.0,0.0,0.0,0.0
2738,pap,0.0,6.0,2.0,2.0,2.0
2739,paper,0.0,9.0,0.0,0.0,0.0
2740,paperwork,0.0,4.0,0.0,0.0,0.0
2741,papilloma,0.0,3.0,0.0,0.0,0.0
2742,paragard,0.0,0.0,1.0,1.0,1.0
2743,paragraph,0.0,0.0,1.0,1.0,1.0
2744,parameter,0.0,1.0,1.0,1.0,1.0
2745,params,0.0,1.0,0.0,0.0,0.0
2746,parent,0.0,6.0,6.0,6.0,6.0
2747,parent's,0.0,0.0,1.0,1.0,1.0
2748,parental,0.0,1.0,0.0,0.0,0.0
2749,parenthood,0.0,3.0,326.0,325.0,325.0
2750,parenthood's,0.0,0.0,1.0,1.0,1.0
2751,parenting,0.0,5.0,0.0,0.0,0.0
2752,parents,0.0,11.0,7.0,7.0,7.0
2753,parents',0.0,1.0,0.0,0.0,0.0
2754,parentul,0.0,1.0,0.0,0.0,0.0
2755,parker,0.0,1.0,0.0,0.0,0.0
2756,parking,0.0,0.0,0.0,2.0,0.0
2757,part,0.0,12.0,0.0,0.0,0.0
2758,participants,0.0,2.0,0.0,0.0,0.0
2759,participate,0.0,2.0,10.0,10.0,10.0
2760,participating,0.0,1.0,0.0,0.0,0.0
2761,particular,0.0,4.0,0.0,0.0,0.0
2762,parties,0.0,6.0,0.0,0.0,0.0
2763,parties',0.0,1.0,0.0,0.0,0.0
2764,partner,0.0,93.0,3.0,3.0,3.0
2765,partnering,0.0,1.0,0.0,0.0,0.0
2766,partners,0.0,1.0,0.0,0.0,0.0
2767,partnership,0.0,1.0,0.0,0.0,0.0
2768,partner’s,0.0,2.0,0.0,0.0,0.0
2769,party,0.0,28.0,0.0,0.0,0.0
2770,pass,0.0,2.0,1.0,1.0,1.0
2771,passed,0.0,3.0,0.0,0.0,0.0
2772,passing,0.0,2.0,0.0,0.0,0.0
2773,passionately,0.0,0.0,1.0,1.0,1.0
2774,password,0.0,18.0,0.0,0.0,0.0
2775,passwords,0.0,0.0,1.0,1.0,1.0
2776,past,0.0,3.0,1.0,1.0,1.0
2777,patent,0.0,1.0,0.0,0.0,0.0
2778,path,0.0,0.0,13.0,13.0,13.0
2779,patience,0.0,0.0,1.0,1.0,1.0
2780,patient,0.0,311.0,24.0,24.0,24.0
2781,patientid,0.0,1.0,0.0,0.0,0.0
2782,patients,0.0,144.0,14.0,16.0,14.0
2783,patient’s,0.0,1.0,0.0,0.0,0.0
2784,patterns,0.0,3.0,0.0,0.0,0.0
2785,pay,0.0,138.0,4.0,4.0,4.0
2786,payable,0.0,2.0,0.0,0.0,0.0
2787,payer,0.0,0.0,1.0,1.0,1.0
2788,paying,0.0,1.0,0.0,0.0,0.0
2789,payload,0.0,4.0,4.0,2.0,2.0
2790,payment,0.0,12.0,13.0,13.0,13.0
2791,paymentmethod,0.0,0.0,1.0,1.0,1.0
2792,payments,0.0,1.0,3.0,3.0,3.0
2793,pdfs,0.0,1.0,0.0,0.0,0.0
2794,pediatric,0.0,1.0,0.0,0.0,0.0
2795,peek,0.0,1.0,0.0,0.0,0.0
2796,pelvic,0.0,4.0,1.0,1.0,1.0
2797,pen,0.0,1.0,0.0,0.0,0.0
2798,penobscot,0.0,1.0,0.0,0.0,0.0
2799,people,0.0,64.0,13.0,13.0,13.0
2800,people’s,0.0,1.0,0.0,0.0,0.0
2801,pep,0.0,1.0,1.0,1.0,1.0
2802,per,0.0,1.0,0.0,0.0,0.0
2803,percentage,0.0,1.0,1.0,1.0,1.0
2804,perfect,0.0,1.0,0.0,0.0,0.0
2805,perform,0.0,2.0,0.0,0.0,0.0
2806,performance,0.0,2.0,0.0,0.0,0.0
2807,performed,0.0,1.0,0.0,0.0,0.0
2808,period,0.0,6.0,14.0,14.0,14.0
2809,periodic,0.0,2.0,0.0,0.0,0.0
2810,periodically,0.0,2.0,0.0,0.0,0.0
2811,peripherals,0.0,1.0,0.0,0.0,0.0
2812,perks,0.0,0.0,1.0,1.0,1.0
2813,permanent,0.0,1.0,0.0,0.0,0.0
2814,permanently,0.0,1.0,0.0,0.0,0.0
2815,permission,0.0,2.0,4.0,4.0,4.0
2816,permitted,0.0,5.0,0.0,0.0,0.0
2817,person,0.0,13.0,4.0,4.0,4.0
2818,person's,0.0,1.0,0.0,0.0,0.0
2819,personal,0.0,16.0,3.0,3.0,3.0
2820,personally,0.0,2.0,0.0,0.0,0.0
2821,personnel,0.0,1.0,0.0,0.0,0.0
2822,person’s,0.0,2.0,0.0,0.0,0.0
2823,pflag,0.0,1.0,0.0,0.0,0.0
2824,pharmaceutical,0.0,0.0,3.0,3.0,3.0
2825,pharmacies,0.0,2.0,0.0,0.0,0.0
2826,pharmacist,0.0,2.0,0.0,0.0,0.0
2827,pharmacists,0.0,1.0,0.0,0.0,0.0
2828,pharmacy,0.0,4.0,1.0,1.0,1.0
2829,phone,0.0,19.0,4.0,4.0,4.0
2830,photo,0.0,3.0,0.0,0.0,0.0
2831,photos,0.0,2.0,2.0,2.0,2.0
2832,physical,0.0,3.0,7.0,7.0,7.0
2833,physicals,0.0,0.0,1.0,1.0,1.0
2834,physicians,0.0,2.0,0.0,0.0,0.0
2835,physiology,0.0,2.0,0.0,0.0,0.0
2836,pick,0.0,7.0,0.0,0.0,0.0
2837,picked,0.0,4.0,0.0,0.0,0.0
2838,picketers,0.0,2.0,0.0,0.0,0.0
2839,piece,0.0,1.0,0.0,0.0,0.0
2840,pierre,0.0,2.0,2.0,0.0,0.0
2841,pill,0.0,7.0,18.0,18.0,18.0
2842,pills,0.0,13.0,10.0,10.0,10.0
2843,pin,0.0,2.0,2.0,2.0,2.0
2844,pink,0.0,0.0,3.0,3.0,3.0
2845,pinshats,0.0,0.0,1.0,1.0,1.0
2846,place,0.0,8.0,2.0,2.0,2.0
2847,placed,0.0,1.0,4.0,4.0,4.0
2848,placement,0.0,1.0,0.0,0.0,0.0
2849,placements,0.0,1.0,0.0,0.0,0.0
2850,places,0.0,2.0,0.0,0.0,0.0
2851,plainprint,0.0,1.0,0.0,0.0,0.0
2852,plains,0.0,0.0,5.0,5.0,5.0
2853,plan,0.0,12.0,4.0,4.0,4.0
2854,planned,0.0,5.0,327.0,326.0,326.0
2855,planning,0.0,275.0,7.0,7.0,7.0
2856,planning's,0.0,2.0,0.0,0.0,0.0
2857,planningpatient,0.0,1.0,0.0,0.0,0.0
2858,planning—its,0.0,1.0,0.0,0.0,0.0
2859,planning’s,0.0,18.0,0.0,0.0,0.0
2860,plans,0.0,8.0,4.0,4.0,4.0
2861,platform,0.0,5.0,0.0,0.0,0.0
2862,platform's,0.0,1.0,0.0,0.0,0.0
2863,platforms,0.0,11.0,0.0,0.0,0.0
2864,play,0.0,4.0,0.0,0.0,0.0
2865,playback,0.0,0.0,2.0,2.0,2.0
2866,played,0.0,2.0,0.0,0.0,0.0
2867,please,0.0,87.0,79.0,81.0,79.0
2868,pleased,0.0,4.0,0.0,0.0,0.0
2869,pleasurable,0.0,1.0,0.0,0.0,0.0
2870,plus,0.0,0.0,1.0,1.0,1.0
2871,pocket,0.0,2.0,1.0,1.0,1.0
2872,podcast,0.0,1.0,0.0,0.0,0.0
2873,podría,0.0,0.0,1.0,1.0,1.0
2874,point,0.0,2.0,1.0,1.0,1.0
2875,police,0.0,1.0,0.0,0.0,0.0
2876,policies,0.0,5.0,6.0,6.0,6.0
2877,policy,0.0,98.0,27.0,27.0,27.0
2878,policyapplypolicy,0.0,0.0,1.0,1.0,1.0
2879,policyhybridplanned,0.0,0.0,1.0,1.0,1.0
2880,policymakers,0.0,1.0,0.0,0.0,0.0
2881,policyprivacy,0.0,0.0,0.0,1.0,1.0
2882,policyterms,0.0,0.0,2.0,2.0,2.0
2883,policywork,0.0,0.0,1.0,1.0,1.0
2884,political,0.0,1.0,3.0,3.0,3.0
2885,politician,0.0,1.0,0.0,0.0,0.0
2886,politicians’,0.0,0.0,1.0,1.0,1.0
2887,pop,0.0,1.0,0.0,0.0,0.0
2888,populate,0.0,0.0,2.0,2.0,2.0
2889,populated,0.0,0.0,1.0,1.0,1.0
2890,populates,0.0,0.0,16.0,16.0,16.0
2891,population,0.0,1.0,4.0,4.0,4.0
2892,populations,0.0,1.0,0.0,0.0,0.0
2893,popups,0.0,1.0,0.0,0.0,0.0
2894,por,0.0,0.0,1.0,1.0,1.0
2895,porn,0.0,1.0,0.0,0.0,0.0
2896,port,0.0,2.0,0.0,0.0,0.0
2897,portability,0.0,2.0,0.0,0.0,0.0
2898,portal,0.0,179.0,17.0,17.0,17.0
2899,portalcsrfprotection,0.0,1.0,0.0,0.0,0.0
2900,portals,0.0,4.0,0.0,0.0,0.0
2901,portion,0.0,4.0,0.0,0.0,0.0
2902,portions,0.0,2.0,0.0,0.0,0.0
2903,portland,0.0,5.0,0.0,3.0,0.0
2904,português,0.0,1.0,0.0,0.0,0.0
2905,position,0.0,4.0,0.0,0.0,0.0
2906,positions,0.0,0.0,1.0,1.0,1.0
2907,positive,0.0,7.0,0.0,0.0,0.0
2908,possibility,0.0,2.0,0.0,0.0,0.0
2909,possible,0.0,3.0,0.0,0.0,0.0
2910,post,0.0,2.0,3.0,3.0,3.0
2911,postage,0.0,1.0,0.0,0.0,0.0
2912,postal,0.0,1.0,2.0,2.0,2.0
2913,postdata,0.0,0.0,2.0,2.0,2.0
2914,postrender,0.0,0.0,2.0,2.0,2.0
2915,posts,0.0,1.0,2.0,2.0,2.0
2916,potential,0.0,2.0,0.0,0.0,0.0
2917,power,0.0,10.0,0.0,0.0,0.0
2918,powered,0.0,1.0,1.0,1.0,1.0
2919,powerful,0.0,1.0,0.0,0.0,0.0
2920,ppfa,0.0,0.0,8.0,8.0,8.0
2921,ppnne,0.0,0.0,5.0,5.0,5.0
2922,ppnne’s,0.0,0.0,2.0,2.0,2.0
2923,practice,0.0,3.0,0.0,0.0,0.0
2924,practice's,0.0,2.0,0.0,0.0,0.0
2925,practicereview,0.0,1.0,0.0,0.0,0.0
2926,practices,0.0,19.0,0.0,0.0,0.0
2927,practitioner,0.0,6.0,0.0,0.0,0.0
2928,practitioners,0.0,1.0,0.0,0.0,0.0
2929,pre,0.0,0.0,2.0,2.0,2.0
2930,preceded,0.0,1.0,0.0,0.0,0.0
2931,preceding,0.0,4.0,0.0,0.0,0.0
2932,preconception,0.0,7.0,1.0,1.0,1.0
2933,predictions,0.0,0.0,2.0,2.0,2.0
2934,prefer,0.0,4.0,0.0,0.0,0.0
2935,preference,0.0,3.0,0.0,0.0,0.0
2936,preferences,0.0,3.0,0.0,0.0,0.0
2937,preferred,0.0,2.0,2.0,2.0,2.0
2938,preferspanishtext,0.0,1.0,0.0,0.0,0.0
2939,pregnancies,0.0,1.0,0.0,0.0,0.0
2940,pregnancy,0.0,32.0,22.0,22.0,22.0
2941,pregnant,0.0,7.0,6.0,6.0,6.0
2942,premium,0.0,0.0,1.0,1.0,1.0
2943,prep,0.0,38.0,1.0,1.0,1.0
2944,preparations,0.0,0.0,1.0,1.0,1.0
2945,prepare,0.0,2.0,0.0,0.0,0.0
2946,prepares,0.0,1.0,0.0,0.0,0.0
2947,prescreening,0.0,1.0,0.0,0.0,0.0
2948,prescribing,0.0,3.0,1.0,1.0,1.0
2949,prescription,0.0,12.0,5.0,5.0,5.0
2950,prescriptions,0.0,6.0,3.0,3.0,3.0
2951,present,0.0,1.0,0.0,0.0,0.0
2952,presentation,0.0,1.0,0.0,0.0,0.0
2953,presentations,0.0,1.0,0.0,0.0,0.0
2954,presents,0.0,1.0,0.0,0.0,0.0
2955,president,0.0,5.0,4.0,4.0,4.0
2956,presidential,0.0,1.0,0.0,0.0,0.0
2957,presize,0.0,39.0,0.0,0.0,0.0
2958,presque,0.0,6.0,0.0,0.0,0.0
2959,press,0.0,7.0,3.0,3.0,3.0
2960,pressroom,0.0,1.0,1.0,1.0,1.0
2961,presumptive,0.0,1.0,0.0,0.0,0.0
2962,pretty,0.0,1.0,3.0,3.0,3.0
2963,prevent,0.0,27.0,7.0,7.0,7.0
2964,preventing,0.0,9.0,1.0,1.0,1.0
2965,prevention,0.0,36.0,1.0,1.0,1.0
2966,preventionlove,0.0,2.0,0.0,0.0,0.0
2967,preventive,0.0,1.0,0.0,0.0,0.0
2968,preview,0.0,0.0,3.0,3.0,3.0
2969,previous,0.0,0.0,1.0,1.0,1.0
2970,prices,0.0,0.0,1.0,1.0,1.0
2971,pricing,0.0,0.0,1.0,1.0,1.0
2972,pride,0.0,0.0,1.0,1.0,1.0
2973,primarily,0.0,1.0,4.0,4.0,4.0
2974,primary,0.0,91.0,14.0,14.0,14.0
2975,principles,0.0,1.0,0.0,0.0,0.0
2976,print,0.0,2.0,3.0,3.0,3.0
2977,printed,0.0,3.0,0.0,0.0,0.0
2978,printer,0.0,1.0,0.0,0.0,0.0
2979,prior,0.0,7.0,0.0,0.0,0.0
2980,privacy,0.0,70.0,21.0,21.0,21.0
2981,private,0.0,14.0,13.0,13.0,13.0
2982,privately,0.0,0.0,1.0,1.0,1.0
2983,problem,0.0,1.0,8.0,8.0,8.0
2984,problems,0.0,2.0,0.0,0.0,0.0
2985,procedure,0.0,3.0,0.0,0.0,0.0
2986,procedures,0.0,4.0,0.0,0.0,0.0
2987,proceeding,0.0,2.0,0.0,0.0,0.0
2988,process,0.0,6.0,1.0,1.0,1.0
2989,processed,0.0,0.0,1.0,1.0,1.0
2990,processing,0.0,3.0,3.0,2.0,2.0
2991,procurement,0.0,2.0,0.0,0.0,0.0
2992,prod,0.0,2.0,0.0,0.0,0.0
2993,produced,0.0,1.0,0.0,0.0,0.0
2994,product,0.0,1.0,0.0,0.0,0.0
2995,products,0.0,3.0,11.0,11.0,11.0
2996,profanity,0.0,0.0,1.0,1.0,1.0
2997,professional,0.0,6.0,2.0,2.0,2.0
2998,professionals,0.0,4.0,0.0,0.0,0.0
2999,professor,0.0,1.0,0.0,0.0,0.0
3000,profile,0.0,15.0,1.0,1.0,1.0
3001,program,0.0,41.0,7.0,7.0,7.0
3002,programs,0.0,9.0,7.0,7.0,7.0
3003,programs—and,0.0,1.0,0.0,0.0,0.0
3004,programwic,0.0,1.0,0.0,0.0,0.0
3005,progressive,0.0,1.0,0.0,0.0,0.0
3006,prohibit,0.0,1.0,0.0,0.0,0.0
3007,project,0.0,128.0,1.0,1.0,1.0
3008,projects,0.0,1.0,0.0,0.0,0.0
3009,promo,0.0,0.0,4.0,4.0,4.0
3010,promos,0.0,0.0,14.0,14.0,14.0
3011,promote,0.0,4.0,0.0,0.0,0.0
3012,promotes,0.0,2.0,0.0,0.0,0.0
3013,promoting,0.0,3.0,0.0,0.0,0.0
3014,promotional,0.0,0.0,1.0,1.0,1.0
3015,prompted,0.0,0.0,1.0,1.0,1.0
3016,promptly,0.0,2.0,0.0,0.0,0.0
3017,proof,0.0,1.0,0.0,0.0,0.0
3018,proper,0.0,2.0,0.0,0.0,0.0
3019,properly,0.0,1.0,0.0,0.0,0.0
3020,properties,0.0,0.0,2.0,2.0,2.0
3021,property,0.0,6.0,2.0,2.0,2.0
3022,prophylaxis,0.0,4.0,0.0,0.0,0.0
3023,proposal,0.0,2.0,0.0,0.0,0.0
3024,proposition,0.0,1.0,0.0,0.0,0.0
3025,proprietary,0.0,3.0,0.0,0.0,0.0
3026,protect,0.0,6.0,8.0,8.0,8.0
3027,protected,0.0,4.0,0.0,0.0,0.0
3028,protecting,0.0,1.0,0.0,0.0,0.0
3029,protection,0.0,5.0,0.0,0.0,0.0
3030,protective,0.0,1.0,0.0,0.0,0.0
3031,protesters,0.0,2.0,0.0,0.0,0.0
3032,protocol,0.0,3.0,0.0,0.0,0.0
3033,proud,0.0,1.0,0.0,0.0,0.0
3034,proudly,0.0,1.0,0.0,0.0,0.0
3035,provide,0.0,60.0,11.0,12.0,11.0
3036,provided,0.0,14.0,2.0,2.0,2.0
3037,provider,0.0,33.0,24.0,24.0,24.0
3038,provider's,0.0,8.0,0.0,0.0,0.0
3039,providers,0.0,12.0,3.0,3.0,3.0
3040,provides,0.0,39.0,0.0,0.0,0.0
3041,providing,0.0,9.0,0.0,0.0,0.0
3042,provision,0.0,1.0,0.0,0.0,0.0
3043,provisions,0.0,1.0,0.0,0.0,0.0
3044,psychotherapy,0.0,1.0,0.0,0.0,0.0
3045,puberty,0.0,21.0,0.0,0.0,0.0
3046,public,0.0,23.0,2.0,2.0,2.0
3047,publications,0.0,2.0,2.0,2.0,2.0
3048,published,0.0,4.0,0.0,0.0,0.0
3049,pull,0.0,1.0,3.0,3.0,3.0
3050,pulling,0.0,0.0,5.0,5.0,5.0
3051,pulls,0.0,0.0,1.0,1.0,1.0
3052,punitive,0.0,1.0,0.0,0.0,0.0
3053,purchase,0.0,3.0,2.0,2.0,2.0
3054,purchases,0.0,1.0,0.0,0.0,0.0
3055,purpose,0.0,8.0,0.0,0.0,0.0
3056,purposes,0.0,6.0,1.0,1.0,1.0
3057,purposessale,0.0,1.0,0.0,0.0,0.0
3058,pursuant,0.0,1.0,0.0,0.0,0.0
3059,pursue,0.0,2.0,0.0,0.0,0.0
3060,push,0.0,0.0,2.0,2.0,2.0
3061,put,0.0,1.0,3.0,3.0,3.0
3062,putting,0.0,1.0,0.0,0.0,0.0
3063,píldoras,0.0,0.0,2.0,2.0,2.0
3064,qualified,0.0,2.0,0.0,0.0,0.0
3065,qualify,0.0,4.0,2.0,2.0,2.0
3066,quality,0.0,7.0,1.0,1.0,1.0
3067,que,0.0,0.0,1.0,1.0,1.0
3068,queer,0.0,3.0,0.0,0.0,0.0
3069,queering,0.0,2.0,0.0,0.0,0.0
3070,queries,0.0,0.0,1.0,1.0,1.0
3071,query,0.0,1.0,0.0,0.0,0.0
3072,querystring,0.0,0.0,1.0,1.0,1.0
3073,querystrings,0.0,0.0,1.0,1.0,1.0
3074,question,0.0,3.0,8.0,8.0,8.0
3075,questions,0.0,11.0,12.0,12.0,12.0
3076,queue,0.0,0.0,2.0,2.0,2.0
3077,quick,0.0,118.0,0.0,0.0,0.0
3078,quickly,0.0,1.0,1.0,1.0,1.0
3079,quit,0.0,0.0,1.0,1.0,1.0
3080,quitting,0.0,0.0,2.0,2.0,2.0
3081,quiz,0.0,0.0,1.0,1.0,1.0
3082,quizzes,0.0,0.0,2.0,2.0,2.0
3083,quote,0.0,1.0,0.0,0.0,0.0
3084,race,0.0,0.0,2.0,2.0,2.0
3085,rachael,0.0,2.0,0.0,0.0,0.0
3086,rachel,0.0,1.0,0.0,0.0,0.0
3087,radio,0.0,0.0,2.0,2.0,2.0
3088,rainn,0.0,2.0,0.0,0.0,0.0
3089,raise,0.0,4.0,0.0,0.0,0.0
3090,raised,0.0,1.0,0.0,0.0,0.0
3091,range,0.0,8.0,1.0,1.0,1.0
3092,ranging,0.0,1.0,0.0,0.0,0.0
3093,rape,0.0,1.0,0.0,0.0,0.0
3094,rapid,0.0,0.0,1.0,1.0,1.0
3095,rate,0.0,1.0,0.0,0.0,0.0
3096,rates,0.0,0.0,1.0,1.0,1.0
3097,rather,0.0,1.0,0.0,0.0,0.0
3098,rdpze,0.0,0.0,1.0,1.0,1.0
3099,reach,0.0,9.0,2.0,2.0,2.0
3100,reached,0.0,0.0,4.0,4.0,4.0
3101,reactions,0.0,1.0,0.0,0.0,0.0
3102,read,0.0,94.0,9.0,9.0,9.0
3103,ready,0.0,0.0,1.0,1.0,1.0
3104,readyforsubmit,0.0,1.0,0.0,0.0,0.0
3105,real,0.0,1.0,0.0,0.0,0.0
3106,realistic,0.0,1.0,0.0,0.0,0.0
3107,really,0.0,1.0,4.0,4.0,4.0
3108,rearview,0.0,1.0,0.0,0.0,0.0
3109,reasonable,0.0,2.0,0.0,0.0,0.0
3110,reasons,0.0,0.0,1.0,1.0,1.0
3111,reassure,0.0,1.0,0.0,0.0,0.0
3112,recallsreporting,0.0,1.0,0.0,0.0,0.0
3113,recaptcha,0.0,2.0,0.0,0.0,0.0
3114,receipt,0.0,0.0,2.0,2.0,2.0
3115,receive,0.0,19.0,11.0,11.0,11.0
3116,received,0.0,3.0,1.0,1.0,1.0
3117,receiving,0.0,3.0,2.0,1.0,1.0
3118,recent,0.0,7.0,1.0,1.0,1.0
3119,recently,0.0,2.0,0.0,0.0,0.0
3120,receptive,0.0,1.0,0.0,0.0,0.0
3121,recess,0.0,0.0,1.0,1.0,1.0
3122,recipient,0.0,0.0,5.0,5.0,5.0
3123,reclaim,0.0,1.0,0.0,0.0,0.0
3124,recognized,0.0,1.0,0.0,0.0,0.0
3125,recognizing,0.0,2.0,0.0,0.0,0.0
3126,recommend,0.0,2.0,0.0,0.0,0.0
3127,recommendations,0.0,1.0,0.0,0.0,0.0
3128,recommended,0.0,1.0,0.0,0.0,0.0
3129,record,0.0,5.0,4.0,4.0,4.0
3130,recordcorrect,0.0,1.0,0.0,0.0,0.0
3131,recordrequest,0.0,1.0,0.0,0.0,0.0
3132,records,0.0,47.0,1.0,1.0,1.0
3133,recovery,0.0,1.0,0.0,0.0,0.0
3134,recruitment,0.0,0.0,7.0,7.0,7.0
3135,recurring,0.0,1.0,0.0,0.0,0.0
3136,recurringfrequency,0.0,0.0,3.0,3.0,3.0
3137,red,0.0,1.0,0.0,0.0,0.0
3138,redirected,0.0,0.0,8.0,8.0,8.0
3139,redistribution,0.0,1.0,0.0,0.0,0.0
3140,redistributions,0.0,2.0,0.0,0.0,0.0
3141,reduce,0.0,6.0,1.0,1.0,1.0
3142,reduces,0.0,7.0,0.0,0.0,0.0
3143,reducing,0.0,1.0,0.0,0.0,0.0
3144,reduction,0.0,2.0,0.0,0.0,0.0
3145,refer,0.0,1.0,1.0,1.0,1.0
3146,referenced,0.0,2.0,0.0,0.0,0.0
3147,referendum,0.0,1.0,0.0,0.0,0.0
3148,referrals,0.0,6.0,12.0,12.0,12.0
3149,referred,0.0,1.0,0.0,0.0,0.0
3150,referring,0.0,1.0,0.0,0.0,0.0
3151,refill,0.0,0.0,2.0,2.0,2.0
3152,refills,0.0,1.0,0.0,0.0,0.0
3153,reflect,0.0,1.0,0.0,0.0,0.0
3154,reflecting,0.0,1.0,0.0,0.0,0.0
3155,reflections,0.0,1.0,0.0,0.0,0.0
3156,reform,0.0,0.0,1.0,1.0,1.0
3157,reframe,0.0,1.0,0.0,0.0,0.0
3158,refund,0.0,0.0,1.0,1.0,1.0
3159,refuses,0.0,1.0,0.0,0.0,0.0
3160,regard,0.0,2.0,0.0,0.0,0.0
3161,regarding,0.0,5.0,0.0,0.0,0.0
3162,regardless,0.0,6.0,0.0,0.0,0.0
3163,regexes,0.0,1.0,0.0,0.0,0.0
3164,region,0.0,0.0,6.0,6.0,6.0
3165,regional,0.0,0.0,6.0,6.0,6.0
3166,register,0.0,13.0,0.0,0.0,0.0
3167,registered,0.0,3.0,2.0,2.0,2.0
3168,registering,0.0,1.0,1.0,1.0,1.0
3169,registration,0.0,6.0,2.0,2.0,2.0
3170,regular,0.0,9.0,0.0,0.0,0.0
3171,regulated,0.0,2.0,0.0,0.0,0.0
